Style-Fabric-Color,Gender,Birth Season,Comm. Category SubGroup,new,vip,revenue
BORSA NAPPA-Black Black Light Gold,Female,Spring / Summer 2017,BAGS,7,0,8413.488159
BORSA NAPPA-Powder Lilac Lacquer Powder Lilac G,Female,Fall / Winter 2016-2017,BAGS,0,0,1010.668396
BORSA PITONE DECOLORATO  LUCIDO-Black Black Light Gold,Female,Spring / Summer 2017,BAGS,2,0,4133.429565
BORSA PITONE DECOLORATO  LUCIDO-White White Light Gold,Female,Spring / Summer 2017,BAGS,0,1,3291.819824
BORSA PITONE DIPINTO A MANO-Black Multicolor-Light blue-Light Gold,Female,Spring / Summer 2018,BAGS,2,0,9813.883301
BORSA PITONE-BLACK-TRIBUTE GOLD,Female,Fall / Winter 2018-2019,BAGS,13,1,81188.74219
BORSA SETA ST. BAROCCO-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,4,1,8590.069397
BORSA SETA ST. THE LOVERS-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,4,0,11194.85156
BORSA TRACOLLA BIMBA GLITTER-FUCHSIA-GOLD,Female,Spring / Summer 2019,BAGS,2,0,959.5923462
BORSA VELLUTO ST. SIPARI-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,0,0,4420.528625
BORSA VELLUTO TRAPUNTATO-BLACK-TRIBUTE GOLD,Female,Fall / Winter 2018-2019,BAGS,21,1,46183.05713
BORSA VITELLO +  RICAMO CORONE-Black-Multicolor-Vintage Gold,Female,Spring / Summer 2018,BAGS,7,1,30461.84644
BORSA VITELLO + ALTA FREQUENZA-Brilliant Blue-Tribute Gold,Female,Spring / Summer 2019,BAGS,4,0,6050.466919
BORSA VITELLO + CAMOSCIO + STRASS-Rosa Oro Chiaro,Female,Fall / Winter 2017-2018,BAGS,7,0,22835.83228
BORSA VITELLO + CAMOSCIO-Black-Unity Red-Light Gold,Female,Fall / Winter 2017-2018,BAGS,0,0,2657.063965
BORSA VITELLO + CAMOSCIO-Fully Charged-Indac-Black-Light Gold,Female,Fall / Winter 2017-2018,BAGS,1,0,2435.641846
BORSA VITELLO + FOULARD BAROCCO-Black+Multicolor-Tribute Gold,Female,Spring / Summer 2019,BAGS,4,0,7751.772705
BORSA VITELLO + RICAMO LETTERING-Shell Pink-Tribute Gold,Female,Spring / Summer 2019,BAGS,1,0,4871.776367
BORSA VITELLO + RICAMO-BLACK-TRIBUTE GOLD,Female,Fall / Winter 2018-2019,BAGS,56,4,241270.4738
BORSA VITELLO + STAMPA POP 1-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,8,1,57707.73743
BORSA VITELLO + TARTAN-Black-Blue-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,0,0,3001.762207
BORSA VITELLO LAMINATO-Yellow Gold-Black-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,8,0,25849.3075
BORSA VITELLO NAPPATO COLOR BLOCK-Strong Navy-Black-Light Gold,Female,Spring / Summer 2018,BAGS,2,1,3829.199707
BORSA VITELLO PATCHWORK VERSACE ALPHABET-Shell Pink-Tribute Gold,Female,Spring / Summer 2019,BAGS,1,0,3993.618896
BORSA VITELLO ST. BAROCCO-Black-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,23,0,102303.7051
BORSA VITELLO STAMPA LOGO VERSACE-Pink-White,Female,Fall / Winter 2018-2019,BAGS,4,0,6466.698914
BORSA VITELLO-Anemone+Shell Pink+Sheer Lilac+Multicolor-Tribute Gold,Female,Spring / Summer 2019,BAGS,1,0,4269.267944
BORSA VITELLO-Aquamarine Dark green Light Gold,Female,Fall / Winter 2017-2018,BAGS,1,0,1594.238403
BORSA VITELLO-Fuxia-Red-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,12,0,36950.73022
BORSA VITELLO-Pink-Black-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,9,1,31518.0578
BORSA VITELLO-Red-Black-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,14,1,59419.58044
BORSA VITELLO-Red-Royal Blue-Violet-Black-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,11,0,28128.46545
BOUSTIER TESSUTO-Black,Female,Fall / Winter 2018-2019,RTW,4,2,16433.44843
BOUSTIER TESSUTO-violet,Female,Fall / Winter 2018-2019,RTW,1,0,941.1386719
BOXER MARE UOMO-Black,Male,Spring / Summer 2014,RTW,2,0,988.6013641
BRACCIALE METALLO + MADREPERLA + PELLE-Black+White-Tribute Gold,Female,Fall / Winter 2018-2019,FASHION JEWELRY,2,1,2585.252563
BRACCIALE METALLO + SMALTO-Black-Gold,Male,Fall / Winter 2015-2016,FASHION JEWELRY,0,0,1446.254639
BRACCIALE METALLO + SMALTO-Black+White-Tribute Gold,Female,Fall / Winter 2018-2019,FASHION JEWELRY,6,0,7348.504211
BRACCIALE METALLO + STRASS-Crystal Gold,Female,Spring / Summer 2018,FASHION JEWELRY,3,1,1854.492188
BRACCIALE METALLO + STRASS-Gold Palladium Crystal,Female,Fall / Winter 2017-2018,FASHION JEWELRY,2,0,865.5267334
BRACCIALE METALLO + STRASS-light gold-crystal,Female,Spring / Summer 2016,FASHION JEWELRY,2,0,858.4063873
BRACCIALE METALLO-Tribute Gold,Female,Spring / Summer 2018,FASHION JEWELRY,14,2,14995.63898
BRACCIALE METALLO+PELLE-Geranium-Black-Gold,Male,Spring / Summer 2018,FASHION JEWELRY,3,0,1004.981018
BRACCIALE METALLO+PELLE-white-light gold,Female,Spring / Summer 2018,FASHION JEWELRY,0,0,128.8429871
BRACELET METAL+LEATHER-Black Warm Gold,Female,Fall / Winter 2018-2019,FASHION JEWELRY,16,0,7434.404068
CALICE VINO ROSSO MEDUSA BLACK-FORMA 6905,Unisex,Non Seasonal 2014,HOME,1,0,578.2158813
CALZE-Black-grey,Female,Fall / Winter 2018-2019,SILK & OTHER ACC,2,0,233.8500671
CALZE-Black-grey,Male,Fall / Winter 2017-2018,SILK & OTHER ACC,2,1,1084.012352
CALZE-Green-white,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,84.15298462
CALZE-Light blue,Male,Spring / Summer 2018,SILK & OTHER ACC,1,0,95.44901276
CALZE-Pink-Black,Male,Spring / Summer 2018,SILK & OTHER ACC,1,1,584.5219498
CALZE-Sky-nero,Male,Spring / Summer 2018,SILK & OTHER ACC,2,2,571.1974144
CALZE-White-black,Male,Spring / Summer 2018,SILK & OTHER ACC,0,1,583.1874771
CALZE-White-black,Male,Spring / Summer 2019,SILK & OTHER ACC,0,0,110.7221909
CAMICIA DONNA TESSUTO STAMPATO-White - Purple,Female,Fall / Winter 2018-2019,RTW,4,0,3586.374588
CAMICIA TESSUTO-Black,Male,Spring / Summer 2014,RTW,0,0,521.4488068
CAMICIA UOMO TESSUTO STAMPATO-Black - White,Male,Fall / Winter 2017-2018,RTW,1,0,113.725708
CAMICIA UOMO TESSUTO STAMPATO-Khaki + Print,Male,Fall / Winter 2018-2019,RTW,9,0,7427.351791
CAMICIA UOMO TESSUTO-Black,Male,Fall / Winter 2018-2019,RTW,7,0,5908.310593
CAMICIA-BABY BLUE MULT,Male,Spring / Summer 2018,RTW,1,0,470.6397781
CAMICIA-BABY BLUE-MULT,Female,Spring / Summer 2018,RTW,5,0,1081.163559
CAMICIA-White+white,Male,Fall / Winter 2018-2019,RTW,2,0,979.1181793
CAMICIE SERA-Black,Male,Spring / Summer 2019,RTW,8,1,9634.253906
CAMICIE TESSUTO DONNA-multicolor,Female,Fall / Winter 2018-2019,RTW,8,0,30612.64087
CAMICIE TESSUTO UOMO-White,Male,Fall / Winter 2017-2018,RTW,3,0,760.8291626
CAMICIE TESSUTO-Black,Male,Spring / Summer 2019,RTW,7,0,12804.10156
CAMICIE TESSUTO-Black - Gold,Male,Spring / Summer 2019,RTW,1,1,3917.510864
CAMICIE TESSUTO-Black + Print,Male,Fall / Winter 2018-2019,RTW,6,4,42181.38556
CAMICIE TESSUTO-Black + Print,Male,Spring / Summer 2019,RTW,6,2,21119.19226
CAMICIE TESSUTO-blue-gold,Male,Fall / Winter 2018-2019,RTW,2,0,1298.106537
CAMICIE TESSUTO-Gold + Print,Female,Spring / Summer 2019,RTW,30,4,89534.22791
CAMICIE TESSUTO-Green + Print,Male,Fall / Winter 2018-2019,RTW,6,4,16330.52258
CAMICIE TESSUTO-grey,Male,Fall / Winter 2017-2018,RTW,3,0,1999.113922
CAMICIE TESSUTO-multicolor,Female,Spring / Summer 2019,RTW,13,5,47632.55884
CAMICIE TESSUTO-Navy,Male,Fall / Winter 2017-2018,RTW,0,0,529.0060425
CAMICIE TESSUTO-Optical White,Male,Spring / Summer 2019,RTW,11,3,19931.90317
CAMICIE TESSUTO-PRINTED,Male,Spring / Summer 2019,RTW,13,4,51908.3208
CAMICIE TESSUTO-white-black-gold,Male,Spring / Summer 2019,RTW,30,4,91348.20758
CANDELA AMBER 300GR-NUL,Unisex,Not Seasonal 2017,LICENSES,1,0,243.5564575
CANDELA AMBER LUXURY 750GR-NUL,Unisex,Not Seasonal 2017,LICENSES,0,0,511.16745
CANOTTA DONNA-yellow,Female,Spring / Summer 2018,RTW,1,0,618.4298096
CANOTTA RICAMATA DONNA-White - Black,Female,Spring / Summer 2019,RTW,9,0,16587.5425
"CAPITAL LETTERING BELT H.3,5CM VITELLO OPACO-Black-Nickel",Male,Fall / Winter 2018-2019,BELT,13,0,4688.833954
CAPOSPALLA BLOUSON DONNA-medium grey,Female,Fall / Winter 2018-2019,RTW,7,0,33104.45239
CAPOSPALLA BLOUSON RICAMATO-Black + Print,Female,Fall / Winter 2018-2019,RTW,8,2,106947.5415
CAPOSPALLA BLOUSON RICAMATO-Black+Beige+White+Pink,Female,Spring / Summer 2019,RTW,4,0,24408.80518
CAPOSPALLA BLOUSON RICAMATO-grey,Female,Spring / Summer 2018,RTW,1,0,16118.88806
CAPOSPALLA BLOUSON-Black,Male,Spring / Summer 2019,RTW,5,1,52712.77783
CAPOSPALLA BLOUSON-Black + Print,Male,Fall / Winter 2017-2018,RTW,1,0,5568.256348
CAPOSPALLA BLOUSON-Black + Print,Male,Fall / Winter 2018-2019,RTW,2,2,27344.2677
CAPOSPALLA BLOUSON-Black + Print,Male,Spring / Summer 2019,RTW,2,2,9817.368164
CAPOSPALLA BLOUSON-Blue,Male,Spring / Summer 2019,RTW,3,1,25953.401
CAPOSPALLA BLOUSON-Red + Print,Male,Spring / Summer 2019,RTW,2,3,18486.30371
CAPOSPALLA TRENCH-Black + Print,Female,Spring / Summer 2018,RTW,1,0,6809.320557
CAPOSPALLA TRENCH-Gold + Print,Female,Spring / Summer 2019,RTW,9,0,36245.08569
CAPOSPALLA TRENCH/PARKAS-Black,Male,Fall / Winter 2018-2019,RTW,2,0,5750.69519
CAPPELLINO UOMO-White - gold,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,442.8887634
CAPPELLINO-Black,Male,Spring / Summer 2019,SILK & OTHER ACC,2,0,1970.572601
CAPPELLINO-Black-black,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,369.0366516
CAPPOTTO DONNA TESSUTO-Black,Female,Fall / Winter 2018-2019,RTW,7,0,9076.465546
CAPPOTTO DONNA TESSUTO-white-black,Female,Fall / Winter 2018-2019,RTW,4,0,3252.321838
CAPPOTTO PIUMINO DONNA-Black,Female,Fall / Winter 2018-2019,RTW,1,0,0
CAPPOTTO TESSUTO RICAMATO-rose-black,Female,Spring / Summer 2019,RTW,1,2,35179.30762
CAPPOTTO TESSUTO-Black,Female,Fall / Winter 2018-2019,RTW,5,1,54643.82996
CAPPOTTO TESSUTO-BLUE-GRAY-BLUE,Female,Spring / Summer 2018,RTW,1,0,1845.18335
CAPPOTTO TESSUTO-violet,Female,Fall / Winter 2018-2019,RTW,1,0,28002.69897
CAPPOTTO UOMO TESSUTO-Navy,Male,Fall / Winter 2018-2019,RTW,4,0,3626.305603
CAPPOTTO/PARKAS PIUMINO DONNA-Navy Arancio,Female,Fall / Winter 2017-2018,RTW,0,0,-3092.231689
CAR SHOE CAPRA-Tan-Tribute Gold,Male,Fall / Winter 2018-2019,SHOES,4,0,11392.91077
CAR SHOE VITELLO ST. CERVO-Black Warm Gold,Male,Spring / Summer 2017,SHOES,21,0,20285.36719
CAR SHOE VITELLO+RICAMO BAROCCO-Black Warm Gold,Male,Spring / Summer 2019,SHOES,31,2,45041.85324
CAR SHOE VITELLO+VIT.ST.LUCERTOLA+VITELLO-Black Warm Gold,Male,Spring / Summer 2017,SHOES,6,0,5012.670654
CARD CASE CALF LEATHER-Royal Blue-Palladian,Male,Fall / Winter 2018-2019,SLG,21,0,7102.600922
CARD CASE CALF LEATHER-Tangerine-Palladian,Male,Spring / Summer 2019,SLG,3,0,1167.592682
CARDIGAN MAGLIA DONNA-Black - Yellow - Indigo,Female,Fall / Winter 2017-2018,RTW,1,0,541.3085327
CARDIGAN MAGLIA-Black,Male,Spring / Summer 2015,RTW,1,0,176.4636841
CARDIGAN ZIP MAGLIA UOMO-Black-white,Male,Spring / Summer 2019,RTW,10,0,19385.52826
CAVIGLIERA METALLO-Gold,Female,Fall / Winter 2016-2017,FASHION JEWELRY,1,0,439.2322845
CHAMPAGNER ARABESQUE-FORMA 6995,Unisex,-missing description-,HOME,0,0,125.4851532
CHARMS PLEXY + METALLO-Raspberry Rose-Tribute Gold,Female,Spring / Summer 2019,SLG,1,0,666.2381287
CHARMS VERNICE-Eros Light Gold,Female,Fall / Winter 2015-2016,SLG,0,0,69.62491608
CHOKER 15MM METALLO-Tribute Gold,Female,Spring / Summer 2018,FASHION JEWELRY,1,0,2208.673889
CHOKER METALLO + SMALTO+ PELLE-Black+White-Tribute Gold,Female,Fall / Winter 2018-2019,FASHION JEWELRY,2,1,2930.952606
CHOKER METALLO-Tribute Gold,Female,Spring / Summer 2018,FASHION JEWELRY,1,0,7858.109497
CHOKER METALLO+PELLE-Black-Palladium,Female,Spring / Summer 2018,FASHION JEWELRY,1,0,321.0618896
"CIABATTINA T.0,5 NAPPA+RICAMO VERSACE-Ice Blue-Tribute Gold",Female,Fall / Winter 2018-2019,SHOES,2,0,916.0819473
"CIABATTINA T.0,5 VITELLO ST.HIBISCUS-Black+Gold-Tribte Gold",Female,Spring / Summer 2019,SHOES,21,1,17317.11292
CINTURA CALF-BLACK-TRIBUTE GOLD,Male,Spring / Summer 2019,BELT,19,1,55436.98383
CINTURA CALF-Camel Warm gold,Male,Fall / Winter 2017-2018,BELT,5,0,4360.098511
CINTURA H.35 CON FIBBIA MORSETTO MEDUSA ELASTICO RIGHE C/ SCRITTA YV+VITELLO-WHITE-PINK+WHITE-GOLD,Female,Spring / Summer 2018,BELT,0,0,69.31253052
CINTURA METALLO-Light gold,Female,Fall / Winter 2017-2018,BELT,1,0,956.5148621
CINTURA VITELLO SAFFIANO STAMPA TARTAN+ VITELLO-Multicolor Red-Tribute Gold,Male,Fall / Winter 2018-2019,BELT,26,4,30962.93176
CINTURA VITELLO STAMP.BAROCCO-White+Black-Tribute Gold,Male,Fall / Winter 2018-2019,BELT,43,2,47567.85562
CINTURA VITELLO STAMP.COCCO LAMINATO-Dark grey-Ruthenium,Male,Fall / Winter 2018-2019,BELT,0,1,1835.06601
2 PEZZI BICCHIERE LONGDRINK CONF. REG. MEDUSA DOR-FORMA 2066,Unisex,-missing description-,HOME,3,0,4427.445343
2 PEZZI BICCHIERE WHISKY CONF. REG MEDUSA LUMIERE HAZE-FORMA 6912,Unisex,Not Seasonal 2018,HOME,0,0,459.4613495
2 PEZZI TESSUTO (GIACCA + PANTA)-Black,Male,Fall / Winter 2015-2016,RTW,0,0,2113.472961
ABB. SPORTIVO - FELPA CON CAPP.L.A.FIT  UOMO-Black,Male,Spring / Summer 2019,RTW,0,1,819.5996704
ABB. SPORTIVO - FELPA CON CAPPUCCIO-Black,Male,Fall / Winter 2018-2019,RTW,158,16,729623.922
ABB. SPORTIVO - FELPA CON CAPPUCCIO-black-multicolor,Male,Fall / Winter 2018-2019,RTW,21,7,99157.33667
ABB. SPORTIVO - FELPA CON CAPPUCCIO-Dark green,Male,Fall / Winter 2018-2019,RTW,5,0,5832.583954
ABB. SPORTIVO - FELPA CON CAPPUCCIO-grey - black,Male,Spring / Summer 2019,RTW,1,0,6927.831909
ABB. SPORTIVO - FELPA CON CAPPUCCIO-white - gold,Male,Spring / Summer 2019,RTW,3,0,9518.406738
ABB. SPORTIVO - FELPA DONNA SLIM-Black,Female,Fall / Winter 2018-2019,RTW,19,0,9230.479652
ABB. SPORTIVO - FELPA DONNA-Black,Female,Spring / Summer 2019,RTW,1,1,3749.875732
ABB. SPORTIVO - FELPA DONNA-Light Blue,Female,Fall / Winter 2017-2018,RTW,1,0,86.30844116
ABB. SPORTIVO - FELPA DONNA-Optical White,Female,Spring / Summer 2019,RTW,0,0,1845.369873
ABB. SPORTIVO - FELPA DONNA-White,Female,Fall / Winter 2018-2019,RTW,5,0,2277.197464
ABB. SPORTIVO - FELPA REGULAR UOMO-grey,Male,Spring / Summer 2019,RTW,2,0,1217.164215
ABB. SPORTIVO - FELPA RICAMATA-Black,Female,-missing description-,RTW,9,3,70738.20081
ABB. SPORTIVO - FELPA RICAMATA-rose,Female,Fall / Winter 2018-2019,RTW,2,1,43416.79706
ABB. SPORTIVO - FELPA STAMPATA DONNA-black+print,Female,Fall / Winter 2017-2018,RTW,1,0,86.30844116
ABB. SPORTIVO - FELPA STAMPATA UOMO-black+print,Male,Fall / Winter 2017-2018,RTW,2,0,506.4164124
ABB. SPORTIVO - FELPA UOMO-Black - turquoise,Male,Fall / Winter 2017-2018,RTW,3,0,793.33992
ABB. SPORTIVO - FELPA UOMO-black-bordeaux,Male,Fall / Winter 2017-2018,RTW,0,0,447.0693054
ABB. SPORTIVO - FELPA UOMO-cabernet+print,Male,Fall / Winter 2017-2018,RTW,1,0,211.7843933
ABB. SPORTIVO - FELPA UOMO-Light grey,Male,Spring / Summer 2018,RTW,8,0,2706.549011
ABB. SPORTIVO - FELPA UOMO-medium grey,Male,Fall / Winter 2018-2019,RTW,30,0,9914.103104
ABB. SPORTIVO - FELPA-animalier+black-gold,Male,Fall / Winter 2018-2019,RTW,7,1,42948.03174
ABB. SPORTIVO - FELPA-Black,Male,Fall / Winter 2017-2018,RTW,5,0,23672.44455
ABB. SPORTIVO - FELPA-Black,Male,Fall / Winter 2018-2019,RTW,83,14,411775.4502
ABB. SPORTIVO - FELPA-Black + Print,Male,Fall / Winter 2017-2018,RTW,1,0,728.4922485
ABB. SPORTIVO - FELPA-blue-red,Male,Spring / Summer 2019,RTW,8,1,26532.81702
ABB. SPORTIVO - FELPA-Blue+Ocher+Gold,Male,Fall / Winter 2018-2019,RTW,12,3,53579.02271
ABB. SPORTIVO - FELPA-light blue + print,Female,Spring / Summer 2018,RTW,1,0,2917.985657
ABB. SPORTIVO - FELPA-Lilac,Female,Spring / Summer 2018,RTW,2,1,4130.305725
ABB. SPORTIVO - FELPA-PRINT BACKGROUND WHITE,Female,Spring / Summer 2019,RTW,3,0,4057.899841
ABB. SPORTIVO - FUL ZIP JERSEY  UOMO-black - white,Male,Spring / Summer 2019,RTW,2,0,844.5345764
ABB. SPORTIVO - FUL ZIP JERSEY  UOMO-Yellow - White,Male,Spring / Summer 2019,RTW,1,0,400.0426941
ABB. SPORTIVO - PANT.SKINNY  FELPA DONNA-Black,Female,Spring / Summer 2019,RTW,2,1,1225.413391
ABB. SPORTIVO - PANT.SLIM FELPA  UOMO-Black,Male,Spring / Summer 2019,RTW,13,0,9160.927795
ABB. SPORTIVO - PANTALONE DONNA-Black,Female,Spring / Summer 2019,RTW,1,0,2118.882813
ABB. SPORTIVO - PANTALONE DONNA-Dark grey,Female,Fall / Winter 2017-2018,RTW,1,0,615.5831299
ABB. SPORTIVO - PANTALONE DONNA-Optical White,Female,Spring / Summer 2019,RTW,0,0,1673.135376
ABB. SPORTIVO - PANTALONE SLIM UOMO-grey,Male,Spring / Summer 2019,RTW,1,0,565.9140625
ABB. SPORTIVO - PANTALONE UOMO-Black,Male,Fall / Winter 2017-2018,RTW,4,0,1573.460793
ABB. SPORTIVO - PANTALONE UOMO-Blue - Black,Male,Fall / Winter 2017-2018,RTW,0,0,360.7608643
ABB. SPORTIVO - PANTALONE/SHORTS-bluette - white,Male,Fall / Winter 2018-2019,RTW,9,2,31851.00266
ABB. SPORTIVO - PANTALONE/SHORTS-Light Grey,Male,Spring / Summer 2019,RTW,3,2,10659.39191
ABB. SPORTIVO - PANTALONE/SHORTS-Red,Male,Spring / Summer 2019,RTW,5,0,7026.49707
ABITO DONNA COCKTAIL-Black + Print,Female,Fall / Winter 2018-2019,RTW,4,1,36433.19568
ABITO DONNA COCKTAIL-multicolor,Female,Fall / Winter 2018-2019,RTW,9,1,36780.07703
ABITO DONNA JERSEY RICAMATO-Yellow Light blue,Female,Fall / Winter 2018-2019,RTW,1,0,1803.243042
ABITO DONNA JERSEY-Black,Female,Fall / Winter 2018-2019,RTW,25,2,18689.88861
ABITO DONNA JERSEY-Black - White,Female,Fall / Winter 2018-2019,RTW,1,0,477.2450562
ABITO DONNA JERSEY-Red,Female,Fall / Winter 2017-2018,RTW,3,0,5144.434006
ABITO DONNA SERA RICAMATO-blue,Female,Fall / Winter 2017-2018,RTW,1,0,9563.937012
ABITO DONNA TESSUTO + RICAMO-Optical White,Female,Spring / Summer 2018,RTW,1,0,1959.475098
ABITO DONNA TESSUTO + RICAMO-pink,Female,Spring / Summer 2019,RTW,1,1,9583.983521
ABITO DONNA TESSUTO STAMPATO-Black - Pink,Female,Spring / Summer 2016,RTW,0,0,149.0464172
ABITO DONNA TESSUTO STAMPATO-black-fuxia,Female,Spring / Summer 2018,RTW,1,0,307.7915649
ABITO DONNA TESSUTO STAMPATO-black+print,Female,Fall / Winter 2017-2018,RTW,3,0,400.1382294
ABITO DONNA TESSUTO STAMPATO-black+print,Female,Spring / Summer 2018,RTW,1,0,2203.597717
ABITO DONNA TESSUTO STAMPATO-Pebble+stampa,Female,Fall / Winter 2015-2016,RTW,1,0,321.5933533
ABITO DONNA TESSUTO-Black,Female,Fall / Winter 2015-2016,RTW,1,0,2272.44928
ABITO DONNA TESSUTO-Black,Female,Spring / Summer 2016,RTW,1,0,180.3804321
ABITO DONNA TESSUTO-Black - Turquoise,Female,Fall / Winter 2018-2019,RTW,1,0,835.6847534
ABITO DONNA TESSUTO-Black - White,Female,Fall / Winter 2018-2019,RTW,2,0,1816.309418
ABITO DONNA TESSUTO-Blue-yellow-purple,Female,Spring / Summer 2018,RTW,1,0,685.2119751
ABITO DONNA TESSUTO-Cobalt + Print,Female,Spring / Summer 2019,RTW,2,0,2980.497711
ABITO DONNA TESSUTO-Deep Red,Female,Spring / Summer 2018,RTW,1,1,8454.21582
ABITO DONNA TESSUTO-Gold + Print,Female,Spring / Summer 2019,RTW,31,3,117807.944
ABITO DONNA TESSUTO-purple,Female,Fall / Winter 2018-2019,RTW,4,0,2773.926971
ABITO DONNA TESSUTO-Red,Female,Spring / Summer 2016,RTW,2,0,627.5197144
ABITO DONNA TESSUTO-ROSE,Female,Fall / Winter 2018-2019,RTW,6,1,28637.86847
ABITO DONNA TESSUTO-rose-black,Female,Spring / Summer 2018,RTW,1,0,4895.88623
ABITO DONNA TESSUTO-White,Female,Fall / Winter 2017-2018,RTW,1,0,534.0332642
ABITO DONNA TESSUTO-yellow+print,Female,Spring / Summer 2018,RTW,1,0,2062.994385
ABITO DONNA TESSUTO+RICAMO-Optical White,Female,Spring / Summer 2018,RTW,3,0,12519.77722
ABITO MAGLIA DONNA-Black,Female,Spring / Summer 2019,RTW,3,0,3944.57074
ABITO MAGLIA DONNA-black - purple - pink - white,Female,Fall / Winter 2018-2019,RTW,4,0,4329.39035
ABITO MAGLIA DONNA-Black - White - Fuxia,Female,Spring / Summer 2019,RTW,1,0,1279.456421
ABITO MAGLIA DONNA-black-gold,Female,Fall / Winter 2018-2019,RTW,2,0,3877.133545
ABITO MAGLIA DONNA-Ice blue - Black - White,Female,Fall / Winter 2018-2019,RTW,4,1,16047.90967
ABITO MAGLIA DONNA-multicolor,Female,Spring / Summer 2019,RTW,2,0,8258.332275
ABITO-Black+amethyst-jet ko,Female,Fall / Winter 2018-2019,RTW,1,0,1759.655441
ABITO-MOTTLED GREY MULT,Female,Spring / Summer 2018,RTW,0,0,347.1221924
ABITO-Mult+black-white,Female,Fall / Winter 2018-2019,RTW,1,0,2549.363205
ABITO-Pink,Female,Spring / Summer 2019,RTW,2,0,898.0800171
ABITO-Pink black+black,Female,Fall / Winter 2018-2019,RTW,4,0,2855.060326
ABITO-Pink-black,Female,Spring / Summer 2019,RTW,3,0,3127.180496
ABITO-Pink-gold,Female,Fall / Winter 2018-2019,RTW,2,0,947.9081192
ABITO-Shoking Pink+Black-White,Female,Spring / Summer 2019,RTW,6,0,3180.187439
ABITO-white+black-white-gold+gold,Female,Spring / Summer 2019,RTW,2,0,1925.43277
ABITO-White+multicolor+multicolor,Female,Spring / Summer 2019,RTW,0,0,289.1079407
ABITO-White+white-gold+gold,Female,Spring / Summer 2019,RTW,9,0,3777.37706
ACCAPPATOIO-light blue-white+white+white+light blue,Unisex,Spring / Summer 2019,RTW,0,0,258.8498535
ACCAPPATOIO-WHITE WHITE CORAL-PINK,Unisex,Spring / Summer 2018,RTW,1,0,219.6179047
ACCESSORI-Black+gold,Female,Fall / Winter 2018-2019,RTW,0,0,109.8765545
ACCESSORI-White-gold,Female,Fall / Winter 2018-2019,RTW,0,0,91.48220062
ACCESSORI-WHITE-ROYAL,Female,Spring / Summer 2018,RTW,1,0,47.07097244
ANELLO METALLO + MADREPERLA-White-Tribute Gold,Male,Fall / Winter 2018-2019,FASHION JEWELRY,10,0,3953.345184
ANELLO METALLO + STRASS-Light Pink-Hot Gold,Female,Spring / Summer 2018,FASHION JEWELRY,5,0,2240.03157
ANELLO METALLO-Gold Palladium,Male,Fall / Winter 2017-2018,FASHION JEWELRY,9,0,3075.114609
ANELLO METALLO-Light Gold,Female,Fall / Winter 2016-2017,FASHION JEWELRY,0,0,310.1775513
ANELLO METALLO-Light Gold - Rodium,Female,Spring / Summer 2018,FASHION JEWELRY,0,0,128.8429871
ANELLO METALLO-Palladium-Hot gold,Male,Fall / Winter 2018-2019,FASHION JEWELRY,1,0,522.4840088
ANELLO METALLO-Satin Warm Gold,Male,Spring / Summer 2019,FASHION JEWELRY,7,0,4446.195984
ANELLO METALLO-Warm Gold- Ruthenium,Male,Fall / Winter 2018-2019,FASHION JEWELRY,10,1,7782.206848
ANFIBIO VITELLO ABRASIVATO-Black-Tribute Gold,Male,Fall / Winter 2018-2019,SHOES,3,3,24966.74329
BACKPACK BAG VELE PICCOLE ALL OVER CANVAS+VITELLO-black- nickel,Male,Spring / Summer 2016,BAGS,2,0,368.7342529
BACKPACK+REPEAT ROUND PATCH NYLON+MALAGA CALF+V RIBBON+AIR MESH-Navy Blue+Black+Black+Black---Matt Black+Nickel,Male,Fall / Winter 2017-2018,BAGS,2,0,655.8223724
BAG  NYLON-Black-Multicolor-Tribute Gold,Male,Fall / Winter 2018-2019,BAGS,0,0,1685.454224
BAG  VITELLO ST.GRECA-Black-Palladium,Male,Fall / Winter 2018-2019,BAGS,3,0,26206.01514
BAG  VITELLO-Black Ultra Black Ruthenium,Male,Spring / Summer 2017,BAGS,1,0,1435.34436
BAG-BLACK,Female,Fall / Winter 2018-2019,BAGS,11,0,4598.404221
BATH MAT-White,Unisex,Not Seasonal 2018,HOME,0,0,192.3544006
BATH ROBE GOLD LETTERING LOGO-BLACK,Unisex,Not Seasonal 2018,HOME,8,0,9873.257446
